campaign_id,click_rate
2099,0.055464452898121026
2100,0.02023368540492417
2101,0.01321208314214257
2102,0.07600288284101846
2103,0.01321208314214257
2104,0.4222222222222222
2105,0.12803899339738237
2106,0.055464452898121026
2107,0.006532121045070044
2108,0.02023368540492417
2109,0.08347427904406149
2110,0.2888861314487487
2111,0.08347427904406149
2112,0.08347427904406149
2113,0.02023368540492417
2114,0.02023368540492417
2115,0.04002989779072436
2116,0.04002989779072436
2117,0.02023368540492417
2118,0.055464452898121026
2119,0.02023368540492417
2120,0.02023368540492417
2121,0.04002989779072436
2122,0.02023368540492417
2123,0.02023368540492417
2124,0.07600288284101846
2125,0.02023368540492417
2126,0.04002989779072436
2127,0.02023368540492417
2128,0.02023368540492417
2129,0.02023368540492417
2130,0.02023368540492417
2131,0.01321208314214257
2132,0.02023368540492417
2133,0.02023368540492417
2134,0.006532121045070044
2135,0.006532121045070044
2136,0.006532121045070044
2137,0.006532121045070044
2138,0.02023368540492417
2139,0.02023368540492417
2140,0.02023368540492417
2141,0.02023368540492417
2142,0.12852782672244112
2143,0.02023368540492417
2144,0.02023368540492417
2145,0.02023368540492417
2146,0.02023368540492417
2147,0.02023368540492417
2148,0.02023368540492417
2149,0.02023368540492417
2150,0.02023368540492417
2151,0.12803899339738237
2152,0.02023368540492417
2153,0.006532121045070044
2154,0.02023368540492417
2155,0.02023368540492417
2156,0.006532121045070044
2157,0.006532121045070044
2158,0.02023368540492417
2159,0.01321208314214257
2160,0.02292104737630933
2161,0.02023368540492417
2162,0.2888861314487487
2163,0.02023368540492417
2164,0.02023368540492417
2165,0.02023368540492417
2166,0.02023368540492417
2167,0.02023368540492417
2168,0.02292104737630933
2169,0.02023368540492417
2170,0.02292104737630933
2171,0.02023368540492417
2172,0.017677108847945502
2173,0.02023368540492417
2174,0.02292104737630933
2175,0.02023368540492417
2176,0.02292104737630933
2177,0.02023368540492417
2178,0.02023368540492417
2179,0.055464452898121026
2180,0.02023368540492417
2181,0.017677108847945502
2182,0.02023368540492417
2183,0.07600288284101846
2184,0.12803899339738237
2185,0.02023368540492417
2186,0.02023368540492417
2187,0.02023368540492417
2188,0.08347427904406149
2189,0.006532121045070044
2190,0.02023368540492417
2191,0.04213672190262518
2192,0.02023368540492417
2193,0.017677108847945502
2194,0.02292104737630933
2195,0.01321208314214257
2196,0.04213672190262518
2197,0.2888861314487487
2198,0.02023368540492417
2199,0.01321208314214257
2200,0.04002989779072436
2201,0.01321208314214257
2202,0.02023368540492417
2203,0.02023368540492417
2204,0.04002989779072436
2205,0.06786320346530339
2206,0.2888861314487487
2207,0.02023368540492417
2208,0.02023368540492417
2209,0.02023368540492417
2210,0.02023368540492417
2211,0.02023368540492417
2212,0.02023368540492417
2213,0.02292104737630933
2214,0.017677108847945502
2215,0.02023368540492417
2216,0.02023368540492417
2217,0.055464452898121026
2218,0.02023368540492417
2219,0.02023368540492417
2220,0.02023368540492417
2221,0.02023368540492417
2222,0.01321208314214257
2223,0.02023368540492417
2224,0.017677108847945502
2225,0.055464452898121026
2226,0.08347427904406149
2227,0.02023368540492417
2228,0.02023368540492417
2229,0.02292104737630933
2230,0.006532121045070044
2231,0.019442759447205474
2232,0.04002989779072436
2233,0.4222222222222222
2234,0.02292104737630933
2235,0.04002989779072436
2236,0.02023368540492417
2237,0.02023368540492417
2238,0.02292104737630933
2239,0.4222222222222222
2240,0.006532121045070044
2241,0.02023368540492417
2242,0.02023368540492417
2243,0.02023368540492417
2244,0.006532121045070044
2245,0.02023368540492417
2246,0.02023368540492417
2247,0.02023368540492417
2248,0.01321208314214257
2249,0.02292104737630933
2250,0.01321208314214257
2251,0.01321208314214257
2252,0.006532121045070044
2253,0.02023368540492417
2254,0.02023368540492417
2255,0.02023368540492417
2256,0.08347427904406149
2257,0.02023368540492417
2258,0.02023368540492417
2259,0.006532121045070044
2260,0.01321208314214257
2261,0.02023368540492417
2262,0.02023368540492417
2263,0.02023368540492417
2264,0.02023368540492417
2265,0.02023368540492417
2266,0.04002989779072436
2267,0.08347427904406149
2268,0.04002989779072436
2269,0.02023368540492417
2270,0.02023368540492417
2271,0.02023368540492417
2272,0.04002989779072436
2273,0.08347427904406149
2274,0.01321208314214257
2275,0.02023368540492417
2276,0.08347427904406149
2277,0.12803899339738237
2278,0.02023368540492417
2279,0.04002989779072436
2280,0.04002989779072436
2281,0.02023368540492417
2282,0.006532121045070044
2283,0.02023368540492417
2284,0.12803899339738237
2285,0.02023368540492417
2286,0.02023368540492417
2287,0.01321208314214257
2288,0.01321208314214257
2289,0.08347427904406149
2290,0.01321208314214257
2291,0.02023368540492417
2292,0.02023368540492417
2293,0.02023368540492417
2294,0.02023368540492417
2295,0.02023368540492417
2296,0.04002989779072436
2297,0.01321208314214257
2298,0.02023368540492417
2299,0.02023368540492417
2300,0.02023368540492417
2301,0.02023368540492417
2302,0.02023368540492417
2303,0.02023368540492417
2304,0.01321208314214257
2305,0.02023368540492417
2306,0.04002989779072436
2307,0.02023368540492417
2308,0.08347427904406149
2309,0.01321208314214257
2310,0.02023368540492417
2311,0.02023368540492417
2312,0.08347427904406149
2313,0.02023368540492417
2314,0.01321208314214257
2315,0.01321208314214257
2316,0.01321208314214257
2317,0.08347427904406149
2318,0.08347427904406149
2319,0.02023368540492417
2320,0.08347427904406149
2321,0.006532121045070044
2322,0.02023368540492417
2323,0.02023368540492417
2324,0.08347427904406149
2325,0.02023368540492417
2326,0.01321208314214257
2327,0.01321208314214257
2328,0.08347427904406149
2329,0.02023368540492417
2330,0.02023368540492417
2331,0.02023368540492417
2332,0.02023368540492417
2333,0.02023368540492417
2334,0.02023368540492417
2335,0.055464452898121026
2336,0.02023368540492417
2337,0.02023368540492417
2338,0.02023368540492417
2339,0.02023368540492417
2340,0.02023368540492417
2341,0.02023368540492417
2342,0.02023368540492417
2343,0.02023368540492417
2344,0.02023368540492417
2345,0.01321208314214257
2346,0.6124661246612466
2347,0.02023368540492417
2348,0.02023368540492417
2349,0.02023368540492417
2350,0.02023368540492417
2351,0.02023368540492417
2352,0.02023368540492417
2353,0.6124661246612466
2354,0.02023368540492417
2355,0.02023368540492417
2356,0.02023368540492417
2357,0.02023368540492417
2358,0.08347427904406149
2359,0.02023368540492417
2360,0.02023368540492417
2361,0.02023368540492417
2362,0.02023368540492417
2363,0.006532121045070044
2364,0.02023368540492417
2365,0.02023368540492417
2366,0.02023368540492417
2367,0.04002989779072436
2368,0.006532121045070044
2369,0.08347427904406149
2370,0.02023368540492417
2371,0.08347427904406149
2372,0.02023368540492417
2373,0.02023368540492417
2374,0.02023368540492417
2375,0.02023368540492417
2376,0.02023368540492417
2377,0.02023368540492417
2378,0.02023368540492417
2379,0.006532121045070044
2380,0.04002989779072436
2381,0.055464452898121026
2382,0.08347427904406149
2383,0.02023368540492417
2384,0.02023368540492417
2385,0.02023368540492417
2386,0.02023368540492417
2387,0.02023368540492417
2388,0.02023368540492417
2389,0.06786320346530339
2390,0.02023368540492417
2391,0.02023368540492417
2392,0.02023368540492417
2393,0.02023368540492417
2394,0.02023368540492417
2395,0.02023368540492417
2396,0.02023368540492417
2397,0.07600288284101846
2398,0.35013479294945954
2399,0.07600288284101846
2400,0.02023368540492417
2401,0.055464452898121026
2402,0.02023368540492417
2403,0.055464452898121026
2404,0.04002989779072436
2405,0.04002989779072436
2406,0.02023368540492417
2407,0.02023368540492417
2408,0.02023368540492417
2409,0.04002989779072436
2410,0.02023368540492417
2411,0.07600288284101846
2412,0.017677108847945502
2413,0.07600288284101846
2414,0.35013479294945954
2415,0.02023368540492417
2416,0.02292104737630933
2417,0.02023368540492417
2418,0.055464452898121026
2419,0.02023368540492417
2420,0.08347427904406149
2421,0.08347427904406149
2422,0.2888861314487487
2423,0.02023368540492417
2424,0.02023368540492417
2425,0.02023368540492417
2426,0.02023368540492417
2427,0.04002989779072436
2428,0.006532121045070044
2429,0.02023368540492417
2430,0.02292104737630933
2431,0.02023368540492417
2432,0.02023368540492417
2433,0.04002989779072436
2434,0.07600288284101846
2435,0.006532121045070044
2436,0.08347427904406149
2437,0.07600288284101846
2438,0.04002989779072436
2439,0.04002989779072436
2440,0.055464452898121026
2441,0.02023368540492417
2442,0.02023368540492417
2443,0.04002989779072436
2444,0.04002989779072436
2445,0.02023368540492417
2446,0.055464452898121026
2447,0.02023368540492417
2448,0.02023368540492417
2449,0.04002989779072436
2450,0.02023368540492417
2451,0.017677108847945502
2452,0.02023368540492417
2453,0.02023368540492417
2454,0.02023368540492417
2455,0.02023368540492417
2456,0.07600288284101846
2457,0.02023368540492417
2458,0.02023368540492417
2459,0.02023368540492417
2460,0.055464452898121026
2461,0.02023368540492417
2462,0.08347427904406149
2463,0.055464452898121026
2464,0.02023368540492417
2465,0.017677108847945502
2466,0.02023368540492417
2467,0.02023368540492417
2468,0.02023368540492417
2469,0.07600288284101846
2470,0.02023368540492417
2471,0.017677108847945502
2472,0.02023368540492417
2473,0.02023368540492417
2474,0.02023368540492417
2475,0.02023368540492417
2476,0.02023368540492417
2477,0.02023368540492417
2478,0.01321208314214257
2479,0.02023368540492417
2480,0.04213672190262518
2481,0.04002989779072436
2482,0.017677108847945502
2483,0.01321208314214257
2484,0.07600288284101846
2485,0.01321208314214257
2486,0.055464452898121026
2487,0.02023368540492417
2488,0.02023368540492417
2489,0.04002989779072436
2490,0.02023368540492417
2491,0.02023368540492417
2492,0.017677108847945502
2493,0.017677108847945502
2494,0.02023368540492417
2495,0.017677108847945502
2496,0.017677108847945502
2497,0.01321208314214257
2498,0.01321208314214257
2499,0.04002989779072436
2500,0.07600288284101846
2501,0.04213672190262518
2502,0.02023368540492417
2503,0.07600288284101846
2504,0.07600288284101846
2505,0.01321208314214257
2506,0.02023368540492417
2507,0.02023368540492417
2508,0.01321208314214257
2509,0.02023368540492417
2510,0.04213672190262518
2511,0.04213672190262518
2512,0.04213672190262518
2513,0.04002989779072436
2514,0.04002989779072436
2515,0.02023368540492417
2516,0.02023368540492417
2517,0.02023368540492417
2518,0.02023368540492417
2519,0.06786320346530339
2520,0.2888861314487487
2521,0.02023368540492417
2522,0.01321208314214257
2523,0.07600288284101846
2524,0.02023368540492417
2525,0.07600288284101846
2526,0.017677108847945502
2527,0.017677108847945502
2528,0.02023368540492417
2529,0.08347427904406149
2530,0.055464452898121026
2531,0.02023368540492417
2532,0.055464452898121026
2533,0.04002989779072436
2534,0.02023368540492417
2535,0.055464452898121026
2536,0.02023368540492417
2537,0.02023368540492417
2538,0.055464452898121026
2539,0.02023368540492417
2540,0.02023368540492417
2541,0.02023368540492417
2542,0.02023368540492417
2543,0.055464452898121026
2544,0.055464452898121026
2545,0.02023368540492417
2546,0.02023368540492417
2547,0.02023368540492417
2548,0.37324996922303216
2549,0.055464452898121026
2550,0.02023368540492417
2551,0.08347427904406149
2552,0.02023368540492417
2553,0.02023368540492417
2554,0.02023368540492417
2555,0.02023368540492417
2556,0.02023368540492417
2557,0.02023368540492417
2558,0.01321208314214257
2559,0.04002989779072436
2560,0.0602504013520215
2561,0.07600288284101846
2562,0.02023368540492417
2563,0.02023368540492417
2564,0.02023368540492417
2565,0.02023368540492417
2566,0.02023368540492417
2567,0.02023368540492417
2568,0.02023368540492417
2569,0.08347427904406149
2570,0.02023368540492417
2571,0.04002989779072436
2572,0.02023368540492417
2573,0.02023368540492417
2574,0.02023368540492417
2575,0.02023368540492417
2576,0.02023368540492417
2577,0.02023368540492417
2578,0.02023368540492417
2579,0.02292104737630933
2580,0.02292104737630933
2581,0.055464452898121026
2582,0.02023368540492417
2583,0.02023368540492417
2584,0.006532121045070044
2585,0.02023368540492417
2586,0.02023368540492417
2587,0.006532121045070044
2588,0.02023368540492417
2589,0.02023368540492417
2590,0.02023368540492417
2591,0.02023368540492417
2592,0.02023368540492417
2593,0.04002989779072436
2594,0.08347427904406149
2595,0.02023368540492417
2596,0.055464452898121026
2597,0.02023368540492417
2598,0.02023368540492417
2599,0.37324996922303216
2600,0.02023368540492417
2601,0.02023368540492417
2602,0.02023368540492417
2603,0.02023368540492417
2604,0.02023368540492417
2605,0.01321208314214257
2606,0.02023368540492417
2607,0.02023368540492417
2608,0.055464452898121026
2609,0.02023368540492417
2610,0.02023368540492417
2611,0.02023368540492417
2612,0.08347427904406149
2613,0.02023368540492417
2614,0.02023368540492417
2615,0.02023368540492417
2616,0.055464452898121026
2617,0.02023368540492417
2618,0.02023368540492417
2619,0.055464452898121026
2620,0.055464452898121026
2621,0.055464452898121026
2622,0.055464452898121026
2623,0.02023368540492417
2624,0.02023368540492417
2625,0.02023368540492417
2626,0.02023368540492417
2627,0.02023368540492417
2628,0.02023368540492417
2629,0.055464452898121026
2630,0.055464452898121026
2631,0.055464452898121026
2632,0.02023368540492417
2633,0.02292104737630933
2634,0.02023368540492417
2635,0.02023368540492417
2636,0.02023368540492417
2637,0.055464452898121026
2638,0.055464452898121026
2639,0.02023368540492417
2640,0.02023368540492417
2641,0.35013479294945954
2642,0.04002989779072436
2643,0.35013479294945954
2644,0.006532121045070044
2645,0.20031412962638964
2646,0.01321208314214257
2647,0.04002989779072436
2648,0.08347427904406149
2649,0.20031412962638964
2650,0.04002989779072436
